code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_fr	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
5900102013067	https://fr.openfoodfacts.org/produit/5900102013067	sebikiraly	1428422774	1537471335	Dark 70% cocoa	bitter chocolate	100 g	plastic	plastic	Wawel	wawel	Snacks, Sweet snacks, Confectioneries, Chocolates, Candies	en:snacks,en:sweet-snacks,en:confectioneries,en:chocolates,en:candies			Poland	poland							Nyíregyháza,Hungary	Tesco	France, Hungary	cocoa mass, sweetener (maltitol E965), cocoa butter, fat reduced cocoa powder, emulsifiers (_soya_ lecithines, polyglycerol polyricinoleate), flavours	soya	en:soybeans	peanuts,nuts,sesame seds,milk,wheat,egg	en:eggs,en:gluten,en:milk,en:nuts,en:peanuts,en:sesame-seds		0		4	en:e322,en:e322i,en:e476,en:e965,en:e965i	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:candies	https://static.openfoodfacts.org/images/products/590/010/201/3067/front_fr.18.400.jpg	https://static.openfoodfacts.org/images/products/590/010/201/3067/front_fr.18.200.jpg	https://static.openfoodfacts.org/images/products/590/010/201/3067/front_fr.18.400.jpg	https://static.openfoodfacts.org/images/products/590/010/201/3067/front_fr.18.200.jpg	https://static.openfoodfacts.org/images/products/590/010/201/3067/ingredients_fr.20.400.jpg	https://static.openfoodfacts.org/images/products/590/010/201/3067/ingredients_fr.20.200.jpg	https://static.openfoodfacts.org/images/products/590/010/201/3067/nutrition_en.13.400.jpg	https://static.openfoodfacts.org/images/products/590/010/201/3067/nutrition_en.13.200.jpg	2105		39	24																																			34	0.8									12	9.7				0.02	0.0078740157480315																																												11	11							
7613035301917	https://fr.openfoodfacts.org/produit/7613035301917	phoenix	1462810828	1537442032	Recettes de l'Atelier N°3 Noir Floral	Chocolat noir de dégustation	100 g	Aluminium,Carton	aluminium,carton	Nestlé,Les recettes de l'Atelier	nestle,les-recettes-de-l-atelier	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates	Equateur	equateur			Sans arômes artificiels	en:no-artificial-flavors					Rennes,France	Carrefour, Magasins U	France	Pâte de cacao (Equateur), sucre, beurre de cacao, arôme naturel de vanille de Madagascar. Cacao : 78% minimum			Œufs,Gluten,Lait,Fruits à coque	en:eggs,en:gluten,en:milk,en:nuts	20 g	20		0		0			0			d	4	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/761/303/530/1917/front_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/761/303/530/1917/front_fr.5.200.jpg	https://static.openfoodfacts.org/images/products/761/303/530/1917/front_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/761/303/530/1917/front_fr.5.200.jpg	https://static.openfoodfacts.org/images/products/761/303/530/1917/ingredients_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/761/303/530/1917/ingredients_fr.6.200.jpg	https://static.openfoodfacts.org/images/products/761/303/530/1917/nutrition_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/761/303/530/1917/nutrition_fr.7.200.jpg	2565		49.1	28.8																																			27.8	22.9									11.6	9.2				0.01	0.00393700787401575																																								78				17	17							
3263852210219	https://fr.openfoodfacts.org/produit/3263852210219	openfoodfacts-contributors	1423494708	1537298573	Noir dégustation 70 % de cacao		100 g	Carton	carton	Leader Price	leader-price	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates							EMB 61486A	emb-61486a		tinchebray-orne-france	France	Leader Price	France	Pâte de cacao, sucre, cacao maigre en poudre, beurre de cacao, émulsifiant : lécithines de tournesol, arôme vanille. 			Gluten,Lait,Fruits à coque	en:gluten,en:milk,en:nuts	10 g	10		1	en:e322	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/326/385/221/0219/front_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/326/385/221/0219/front_fr.9.200.jpg	https://static.openfoodfacts.org/images/products/326/385/221/0219/front_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/326/385/221/0219/front_fr.9.200.jpg	https://static.openfoodfacts.org/images/products/326/385/221/0219/ingredients_fr.18.400.jpg	https://static.openfoodfacts.org/images/products/326/385/221/0219/ingredients_fr.18.200.jpg	https://static.openfoodfacts.org/images/products/326/385/221/0219/nutrition_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/326/385/221/0219/nutrition_fr.12.200.jpg	2184		37	22																																			31	31									13	10				0.03	0.0118110236220472																																								70				17	17							
3456300004403	https://fr.openfoodfacts.org/produit/3456300004403	kiliweb	1505670460	1537284305	Chocolat noir craquant sesame grillé					Karéléa	karelea	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats édulcorés, Chocolats noirs aux édulcorants, Chocolats noirs au sésame	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:chocolates-with-sweeteners,en:dark-chocolates-with-sweeteners,fr:chocolats-noirs-au-sesame													France	édulcorant : maltitols, pâte de cacao, beurre de cacao, graines de _sésame_ toastées 12%, inuline, cacao maigre en poudre, émulsifiant : lécithines (tournesol), arôme naturel de vanille.	sésame	en:sesame-seeds	Lait,Fruits à coque,Soja	en:milk,en:nuts,en:soybeans		0		2	en:e322,en:e965,en:e965i	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates-with-sweeteners	https://static.openfoodfacts.org/images/products/345/630/000/4403/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/345/630/000/4403/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/345/630/000/4403/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/345/630/000/4403/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/345/630/000/4403/ingredients_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/345/630/000/4403/ingredients_fr.11.200.jpg	https://static.openfoodfacts.org/images/products/345/630/000/4403/nutrition_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/345/630/000/4403/nutrition_fr.12.200.jpg	2015		35	19																																			47	0.47								40	8.8	7.7				0.01	0.00393700787401575																								0.14		0.00099														52				11	11							
7640107060021	https://fr.openfoodfacts.org/produit/7640107060021	openfoodfacts-contributors	1537269944	1537282553	Chocolat Suisse de tradition noir 72% de cacao		100g			Confiland	confiland	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats noirs aux fèves de cacao	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:dark-chocolates-with-cocoa-nibs											Suisse		France, Suisse	Chocolat noir aux éclats de fèves de cacao-Ingrédients: pâte de cacao, sucre, beurre de cacao, éclats de fèves de cacao (10%) gousses de vanille, émulsifiant (lécithine de tournesol). Cacao:72% min. (chocolat). Peut contenir du lait, des noisettes et des amandes			fr:Peut contenir du lait,fr:des noisettes et des amandes	en:milk,en:nuts,fr:peut-contenir-du-lait,fr:des-noisettes-et-des-amandes	100g	100		1	en:e322,en:e322i	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:dark-chocolates-with-cocoa-nibs	https://static.openfoodfacts.org/images/products/764/010/706/0021/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/764/010/706/0021/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/764/010/706/0021/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/764/010/706/0021/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/764/010/706/0021/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/764/010/706/0021/ingredients_fr.10.200.jpg			2519		48	29																																			29	24									11	8				0	0	0																																							72				17	17							
3347430017411	https://fr.openfoodfacts.org/produit/3347430017411	kiliweb	1524225661	1537277371	100% cacao chocolat amer		100 g			Moulin des Moines	moulin-des-moines	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates													France						33 g	33										d		Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/334/743/001/7411/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/334/743/001/7411/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/334/743/001/7411/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/334/743/001/7411/front_fr.4.200.jpg			https://static.openfoodfacts.org/images/products/334/743/001/7411/nutrition_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/334/743/001/7411/nutrition_fr.9.200.jpg	2540		51.5	30.3																																			18.2	0									18.2	15.2				0	0																																								100				12	12							
3347430019101	https://fr.openfoodfacts.org/produit/3347430019101	kiliweb	1524332895	1537277217	Pure pate de cacao		100 g			Moulin des Moines	moulin-des-moines	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates													France	Pâte de cacao.						0		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/334/743/001/9101/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/334/743/001/9101/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/334/743/001/9101/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/334/743/001/9101/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/334/743/001/9101/ingredients_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/334/743/001/9101/ingredients_fr.11.200.jpg	https://static.openfoodfacts.org/images/products/334/743/001/9101/nutrition_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/334/743/001/9101/nutrition_fr.9.200.jpg	2548		52.2	31																																			12.6	0.4									16.9	12.6				0.01	0.00393700787401575																																								100				12	12							
3347437001369	https://fr.openfoodfacts.org/produit/3347437001369	kiliweb	1502539153	1537276489	Chocolat noir au citron 74%					Moulin Des Moines	moulin-des-moines	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats au citron, Chocolats noirs au citron	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,fr:chocolats-au-citron,fr:chocolats-noirs-au-citron					Bio, Bio européen, AB Agriculture Biologique      	en:organic,en:eu-organic,fr:ab-agriculture-biologique							France	Pâte de cacao*, sucre de canne*, beurre de cacao*, flocons de citron* (2,4%), huile essentielle le de citron (0,1%). Cacao: 74% minimum dans le chocolat mis en œuvre. *Produit issu de l'Agriculture Biologique. Peut contenir du gluten, soja, coques.				en:gluten,en:soybeans		0		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	fr:chocolats-noirs-au-citron	https://static.openfoodfacts.org/images/products/334/743/700/1369/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1369/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1369/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1369/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1369/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1369/ingredients_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1369/nutrition_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/334/743/700/1369/nutrition_fr.12.200.jpg	2464		45.3	27.2																																			31.5	22.6									10.4	8.6				0.02	0.0078740157480315																																								74				17	17							
7622400006753	https://fr.openfoodfacts.org/produit/7622400006753	dada	1399967062	1537274172	Fin noir intense 70%	Chocolat noir de dégustation	100 g	carton	carton	Côte d'Or	cote-d-or	Snacks, Snacks sucrés, Confiseries, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:confectioneries,en:chocolates,en:dark-chocolates			Belgique,France	belgique,france	Rainforest Alliance	en:rainforest-alliance					Bruxelles/Kraainem,Belgique,Marseille 5°,France	Carrefour,Super U,Magasins U,Auchan	Belgique, France	Pâte de cacao, sucre, beurre de cacao, cacao maigre en poudre, _beurre_ concentré, émulsifiant (lécithine de _soja_), arôme, _lait_ écrémé en poudre.	beurre, soja, beurre, soja	en:milk,en:soybeans	en:nuts	en:nuts	25g	25		1	en:e322,en:e322i	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/762/240/000/6753/front_fr.28.400.jpg	https://static.openfoodfacts.org/images/products/762/240/000/6753/front_fr.28.200.jpg	https://static.openfoodfacts.org/images/products/762/240/000/6753/front_fr.28.400.jpg	https://static.openfoodfacts.org/images/products/762/240/000/6753/front_fr.28.200.jpg	https://static.openfoodfacts.org/images/products/762/240/000/6753/ingredients_fr.30.400.jpg	https://static.openfoodfacts.org/images/products/762/240/000/6753/ingredients_fr.30.200.jpg	https://static.openfoodfacts.org/images/products/762/240/000/6753/nutrition_fr.19.400.jpg	https://static.openfoodfacts.org/images/products/762/240/000/6753/nutrition_fr.19.200.jpg	2510		47	29																																			32	28									11	7.1				0.01	0.00393700787401575																																								70				18	18							
5400113540557	https://fr.openfoodfacts.org/produit/5400113540557	openfoodfacts-contributors	1474201493	1537249541	Puur-Noir-Zarbirtbitter Vermicelles de chocolat	Vermicelles de chocolat	400g	Boite,carton	boite,carton	Delhaize	delhaize	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates											Belgique	Delhaize	Belgique, France	Sucre, pâte de cacao, poudre de cacao maigre, dextrose, émulsifiant (lécithine de colza), agent d'enrobage (gomme arabique).  Cacao: 32% minimum			gluten,lait	en:gluten,en:milk	20g,	20		2	en:e322,en:e322i,en:e414	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/540/011/354/0557/front_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/540/011/354/0557/front_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/540/011/354/0557/front_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/540/011/354/0557/front_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/540/011/354/0557/ingredients_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/540/011/354/0557/ingredients_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/540/011/354/0557/nutrition_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/540/011/354/0557/nutrition_fr.15.200.jpg	1874		16	9																																			68	65									6.3	4.9				0.2	0.078740157480315																																												18	18							
3760121212986	https://fr.openfoodfacts.org/produit/3760121212986	kiliweb	1521897093	1537205064	Chocolat noir 70% fleur de sel		100 g			Biocoop	biocoop	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats salés, Chocolats noirs salés, Chocolats noirs à la fleur de sel, Chocolats à la fleur de sel	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:salted-chocolates,en:dark-chocolates-with-fleur-de-sel,en:fleur-de-sel-chocolates,en:salted-dark-chocolates													France	Tablette chocolat 70% de cacao, à la fleur de sel. Ingrédients pâte de cacao* (Pérou), sucre de canne roux*, beurre de cacao* (Amérique Latine), poudre de cacao*, fleur de sel de Guérande 0,3%. Cacao : d'aluminium à re 70% minimum. *Ingrédients issus consigne de tri po de l'agriculture biologique Peut contenir des traces de gluten, lait, soja, fruits à coque, oeufs et arachides.				en:eggs,en:milk,en:nuts,en:peanuts,en:soybeans		0		1	en:e173	0			0			d	4	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates-with-fleur-de-sel	https://static.openfoodfacts.org/images/products/376/012/121/2986/front_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/376/012/121/2986/front_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/376/012/121/2986/front_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/376/012/121/2986/front_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/376/012/121/2986/ingredients_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/376/012/121/2986/ingredients_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/376/012/121/2986/nutrition_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/376/012/121/2986/nutrition_fr.11.200.jpg	2326		40.9	26.9																																			35.9	29.5									7.98	6.98				0.4	0.15748031496063																																												18	18							
5411901082661	https://fr.openfoodfacts.org/produit/5411901082661	kiliweb	1509279953	1537166770	Organic Dark Chocolate 70 %		100g	plaquette	plaquette	Libeert	libeert	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates			belgique	belgique	Commerce équitable, Bio, Sans gluten    	en:fair-trade,en:organic,en:gluten-free							France	pate de cacao, sucre de canne, beurre de cacao, cacao 70%minimum			en:nuts	en:nuts		0		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/541/190/108/2661/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/541/190/108/2661/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/541/190/108/2661/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/541/190/108/2661/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/541/190/108/2661/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/541/190/108/2661/ingredients_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/541/190/108/2661/nutrition_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/541/190/108/2661/nutrition_fr.11.200.jpg	2397		44.2	26.6																																			29.1	25.7									12.3	7.7				0.02	0.0078740157480315																																								70				17	17							
3347430020039	https://fr.openfoodfacts.org/produit/3347430020039	kiliweb	1514062485	1537123503	Chocolat noir		100			Moulin des moines	moulin-des-moines	Snacks, Snacks sucrés, Chocolats, Chocolats noirs	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates					Bio  	en:organic					France	Cora	France	Pâte de cacao, sucre de canne , beurre de cacao, mélange d'épices : (3%)' (cannelle:, badiane', fenouil•, girofle , cardamome , gingembre'). Cacao'•. 74% minimum dans le chocolat. Produit issu de l'Agriculture Biologique. Peut contenir du Gluten, fruits à coques, lait, soja et sésame. conserver dans un lieu sec et frais			en:gluten,en:milk,en:nuts,en:sesame-seeds,en:soybeans	en:gluten,en:milk,en:nuts,en:sesame-seeds,en:soybeans		0		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:dark-chocolates	https://static.openfoodfacts.org/images/products/334/743/002/0039/front_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/334/743/002/0039/front_fr.6.200.jpg	https://static.openfoodfacts.org/images/products/334/743/002/0039/front_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/334/743/002/0039/front_fr.6.200.jpg					2418		44.84	26.93																																			30.09	22.4									10.37	8.36				0.03	0.0118110236220472																																								74				16	16							
3760077180391	https://fr.openfoodfacts.org/produit/3760077180391	kiliweb	1498983872	1537123411	Chocolat Noir Et Feves De Cacao		100 g			Saveurs Et Nature	saveurs-et-nature	Snacks, Snacks sucrés, Chocolats, Chocolats noirs, Chocolats noirs aux fèves de cacao	en:snacks,en:sweet-snacks,en:chocolates,en:dark-chocolates,en:dark-chocolates-with-cocoa-nibs					Bio  	en:organic							France	CHOCOLAT NOIR À 70% DE CACAO MINIMUM* : 97% (pâte de cacao et beurre de cacao* 74,5%, SUCRE DE CANNE ROUX * 25,5%, ÉCLATS DE FÈVES DE CACAO TORREFIEES 3% - * 100 % des ingrédients d'origine agricole sont issus de l'agriculture biologique						0		0		0			0			d	3	Sugary snacks	Chocolate products	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:dark-chocolates-with-cocoa-nibs					https://static.openfoodfacts.org/images/products/376/007/718/0391/ingredients_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/376/007/718/0391/ingredients_fr.4.200.jpg			2247		41	25.8																																			27.7	24.4									12.1	7.5				0.17	0.0669291338582677																																								70				16	16							
